match,metric_ffreq_a,metric_lfreq_a,metric_ffreq_b,metric_lfreq_b,metric_gender_code,metric_race_code,metric_year,metric_year_align,metric_fname_letters_align,metric_ffreq_min,metric_ffreq_max,metric_ffreq_mean,metric_lfreq_min,metric_lfreq_max,metric_lfreq_mean,metric_fname_dl,metric_fname_jaccard,metric_fname_jw,metric_fname_lcs,metric_fname_lv,metric_fname_osa,metric_fname_qgram,metric_fname_soundex,metric_fname_longest_dl,metric_fname_longest_jaccard,metric_fname_longest_jw,metric_fname_longest_lcs,metric_fname_longest_lv,metric_fname_longest_osa,metric_fname_longest_qgram,metric_fname_longest_soundex,metric_lname_dl,metric_lname_jaccard,metric_lname_jw,metric_lname_lcs,metric_lname_lv,metric_lname_osa,metric_lname_qgram,metric_lname_soundex,metric_lname_longest_dl,metric_lname_longest_jaccard,metric_lname_longest_jw,metric_lname_longest_lcs,metric_lname_longest_lv,metric_lname_longest_osa,metric_lname_longest_qgram,metric_lname_longest_soundex,metric_distance_from_identical
0,-0.7525016077635606,-0.29598005097031205,0.26800471667898934,-0.5945619463382911,TRUE,TRUE,3,0.6666666666666666,0,-0.7525016077635606,0.26800471667898934,-0.7525016077635606,-0.5945619463382911,-0.29598005097031205,-0.29598005097031205,2,0,0.21097883597883604,3,2,2,3,0,2,0,0.21097883597883604,3,2,2,3,0,7,0.9090909090909091,0.5714285714285715,12,7,7,12,1,7,0.9090909090909091,0.5714285714285715,12,7,7,12,1,2.0987654320987654
0,-0.636581285204661,-0.7840530540293603,-0.6667382387079761,-0.8151836359591872,TRUE,TRUE,1,0.3333333333333333,0,-0.6667382387079761,-0.636581285204661,-0.636581285204661,-0.8151836359591872,-0.7840530540293603,-0.7840530540293603,2,0.33333333333333337,0.1777777777777778,3,2,2,3,0,2,0.33333333333333337,0.1777777777777778,3,2,2,3,0,4,0.5,0.3571428571428572,7,4,4,5,1,4,0.5,0.3571428571428572,7,4,4,5,1,0.6598639455782312
0,-0.636581285204661,-0.721479592098713,-0.20678535589851693,-0.6983839179245951,TRUE,TRUE,17,0.6666666666666666,0,-0.636581285204661,-0.20678535589851693,-0.636581285204661,-0.721479592098713,-0.6983839179245951,-0.721479592098713,4,0.5,0.24338624338624348,6,4,4,6,0,4,0.5,0.24338624338624348,6,4,4,6,0,7,0.9090909090909091,1,10,7,7,10,1,7,0.9090909090909091,1,10,7,7,10,1,33.50617283950618
0,-0.607601204564936,-0.8215971311877486,-0.6519010489399291,0.0673031225243975,FALSE,TRUE,14,0.6666666666666666,0,-0.6519010489399291,-0.607601204564936,-0.607601204564936,-0.8215971311877486,0.0673031225243975,-0.8215971311877486,2,0.4,0.21666666666666667,3,2,2,3,0,2,0.4,0.21666666666666667,3,2,2,3,0,6,0.9,0.5444444444444445,9,6,6,9,1,6,0.9,0.5444444444444445,9,6,6,9,1,24.097777777777782
0,1.9861160126904431,0.7552541094645612,1.9891187297724497,-0.6464729321314431,TRUE,TRUE,0,0,0,1.9861160126904431,1.9891187297724497,1.9861160126904431,-0.6464729321314431,0.7552541094645612,0.7552541094645612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.875,0.5444444444444445,9,5,5,9,1,5,0.875,0.5444444444444445,9,5,5,9,1,0.6944444444444445
0,0.2328211339870863,-0.5462738986929009,0.3273534757511776,0.015392136731245468,TRUE,TRUE,3,0.3333333333333333,0,0.2328211339870863,0.3273534757511776,0.2328211339870863,-0.5462738986929009,0.015392136731245468,-0.5462738986929009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.7142857142857143,0.4380952380952381,8,6,6,8,1,6,0.7142857142857143,0.4380952380952381,8,6,6,8,1,1.7346938775510203
0,1.9426458917308558,0.17957825970260677,2.3006997149014383,-0.41287349606225887,TRUE,TRUE,11,0.6666666666666666,0,1.9426458917308558,2.3006997149014383,1.9426458917308558,-0.41287349606225887,0.17957825970260677,0.17957825970260677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.75,0.44444444444444453,8,6,6,8,1,6,0.75,0.44444444444444453,8,6,6,8,1,14.444444444444443
0,0.015470529189149474,-0.7590236692571014,9.353008541420538e-4,-0.29607377802766677,FALSE,FALSE,32,0.6666666666666666,0,9.353008541420538e-4,0.015470529189149474,0.015470529189149474,-0.7590236692571014,-0.29607377802766677,-0.7590236692571014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.8181818181818181,0.638888888888889,10,7,7,10,1,7,0.8181818181818181,0.638888888888889,10,7,7,10,1,116.54340277777777
0,-0.7090314868039732,0.4924455693558428,-0.7705985670843056,-0.659450678579731,TRUE,TRUE,8,0.6666666666666666,0,-0.7705985670843056,-0.7090314868039732,-0.7090314868039732,-0.659450678579731,0.4924455693558428,0.4924455693558428,2,0.25,0.21666666666666667,3,2,2,1,0,2,0.25,0.21666666666666667,3,2,2,1,0,7,0.9,0.5714285714285715,12,7,7,12,1,7,0.9,0.5714285714285715,12,7,7,12,1,8.431111111111111
0,-0.477190841686174,0.17957825970260677,-0.3403200638109406,2.000987343319311,TRUE,TRUE,1,0.3333333333333333,0,-0.477190841686174,-0.3403200638109406,-0.477190841686174,0.17957825970260677,2.000987343319311,0.17957825970260677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.6666666666666667,0.46031746031746035,7,6,6,7,1,6,0.6666666666666667,0.46031746031746035,7,6,6,7,1,0.8458049886621315
0,-0.20188007560878735,-0.5587885910790303,-0.1771109763624228,1.0536118525942864,TRUE,TRUE,5,0.3333333333333333,0,-0.20188007560878735,-0.1771109763624228,-0.20188007560878735,-0.5587885910790303,1.0536118525942864,-0.5587885910790303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5714285714285714,0.5888888888888889,7,6,6,5,1,6,0.5714285714285714,0.5888888888888889,7,6,6,5,1,3.777777777777778
0,-0.5496410432854862,-0.8090824388016191,-0.1771109763624228,0.5864129804559179,FALSE,TRUE,13,0.6666666666666666,0,-0.5496410432854862,-0.1771109763624228,-0.5496410432854862,-0.8090824388016191,0.5864129804559179,-0.8090824388016191,3,0,0.3666666666666667,5,3,3,1,0,3,0,0.3666666666666667,5,3,3,1,0,7,1,1,13,7,7,13,1,7,1,1,13,7,7,13,1,21.497777777777774
1,-0.766991648083423,1.0305773419594089,-0.7705985670843056,1.0536118525942864,TRUE,TRUE,1,0.3333333333333333,0,-0.7705985670843056,-0.766991648083423,-0.766991648083423,1.0305773419594089,1.0536118525942864,1.0305773419594089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111
1,-0.766991648083423,1.23081242013748,-0.7705985670843056,1.5208107247326548,TRUE,TRUE,1,0.3333333333333333,0,-0.7705985670843056,-0.766991648083423,-0.766991648083423,1.23081242013748,1.5208107247326548,1.23081242013748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111
0,0.14588089206791158,0.6926806475339139,0.19381876783875399,0.6513017126973579,TRUE,TRUE,32,0.6666666666666666,0,0.14588089206791158,0.19381876783875399,0.14588089206791158,0.6513017126973579,0.6926806475339139,0.6926806475339139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.7,0.5,12,7,7,10,1,7,0.7,0.5,12,7,7,10,1,114.54340277777777
0,-0.5931111642450736,0.5174749541281017,-0.429343202419223,0.36579129083502177,TRUE,TRUE,8,0.6666666666666666,0,-0.5931111642450736,-0.429343202419223,-0.5931111642450736,0.36579129083502177,0.5174749541281017,0.5174749541281017,4,0.4,0.3238095238095239,6,4,4,6,0,4,0.4,0.3238095238095239,6,4,4,6,0,7,0.9090909090909091,0.5694444444444445,12,7,7,12,1,7,0.9090909090909091,0.5694444444444445,12,7,7,12,1,8.529797335600907
0,0.27629125494667367,0.6426218779893962,0.2828419064470364,0.664279459145646,TRUE,TRUE,1,0.3333333333333333,0,0.27629125494667367,0.2828419064470364,0.27629125494667367,0.6426218779893962,0.664279459145646,0.6426218779893962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.8,0.6166666666666667,11,7,7,9,1,7,0.8,0.6166666666666667,11,7,7,9,1,0.8767361111111112
0,0.2618012146268112,0.7051953399200434,0.2383303371428952,0.76810143073195,TRUE,TRUE,1,0.3333333333333333,0,0.2383303371428952,0.2618012146268112,0.2618012146268112,0.7051953399200434,0.76810143073195,0.7051953399200434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.9166666666666666,0.562962962962963,12,8,8,12,1,8,0.9166666666666666,0.562962962962963,12,8,8,12,1,0.9012345679012346
0,0.6820123839028224,0.4298721074251956,0.609260081344072,3.026229312734064,TRUE,TRUE,20,0.3333333333333333,0,0.609260081344072,0.6820123839028224,0.6820123839028224,0.4298721074251956,3.026229312734064,0.4298721074251956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.75,0.4222222222222223,7,5,5,7,1,5,0.75,0.4222222222222223,7,5,5,7,1,45.13888888888889
0,-0.7235215271238357,-0.746508976870972,-0.7260869977801644,-0.7243394108211711,TRUE,TRUE,28,0.6666666666666666,0,-0.7260869977801644,-0.7235215271238357,-0.7235215271238357,-0.746508976870972,-0.7243394108211711,-0.746508976870972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.33333333333333337,0.11111111111111116,3,3,3,3,1,0,0,0,0,0,0,0,0,87.22222222222224
0,-0.5351510029656238,3.495971742026909,-0.7112498080121173,0.27494706569700567,TRUE,TRUE,12,0.6666666666666666,0,-0.7112498080121173,-0.5351510029656238,-0.5351510029656238,0.27494706569700567,3.495971742026909,3.495971742026909,1,0.16666666666666663,0.05555555555555558,1,1,1,1,0,1,0.16666666666666663,0.05555555555555558,1,1,1,1,0,6,0.625,0.3416666666666667,7,6,6,7,1,6,0.625,0.3416666666666667,7,6,6,7,1,16.618055555555557
0,-0.6510713255245234,1.7188854231965283,-0.7260869977801644,1.5597439640775188,TRUE,TRUE,15,0.6666666666666666,0,-0.7260869977801644,-0.6510713255245234,-0.6510713255245234,1.5597439640775188,1.7188854231965283,1.7188854231965283,3,0.5,0.25,4,3,3,4,0,3,0.5,0.25,4,3,3,4,0,6,0.7777777777777778,0.5634920634920635,9,6,6,9,1,6,0.7777777777777778,0.5634920634920635,9,6,6,9,1,26.23469387755102
1,-0.25984023688823715,1.23081242013748,-0.31064568427484646,1.2223225564220304,TRUE,TRUE,1,0.3333333333333333,0,-0.31064568427484646,-0.25984023688823715,-0.25984023688823715,1.2223225564220304,1.23081242013748,1.23081242013748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111
0,1.9426458917308558,3.495971742026909,2.3006997149014383,-0.8022058895108992,TRUE,TRUE,2,0.3333333333333333,0,1.9426458917308558,2.3006997149014383,1.9426458917308558,-0.8022058895108992,3.495971742026909,3.495971742026909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.8,0.5694444444444445,12,7,7,10,1,7,0.8,0.5694444444444445,12,7,7,10,1,1.2100694444444444
0,0.4501717387850231,1.23081242013748,0.40153942459141295,-0.7632726501660352,TRUE,TRUE,4,0.3333333333333333,0,0.40153942459141295,0.4501717387850231,0.4501717387850231,-0.7632726501660352,1.23081242013748,1.23081242013748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.75,0.46031746031746035,9,6,6,9,1,6,0.75,0.46031746031746035,9,6,6,9,1,2.512471655328798
1,0.04445060982887438,-0.834111823573878,-0.013901888913905017,-0.8151836359591872,TRUE,TRUE,1,0.3333333333333333,0,-0.013901888913905017,0.04445060982887438,0.04445060982887438,-0.834111823573878,-0.8151836359591872,-0.834111823573878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111
0,-0.2743302772080996,0.07946072061357125,-0.2809713047387523,-0.7892281430626111,TRUE,TRUE,7,0.6666666666666666,0,-0.2809713047387523,-0.2743302772080996,-0.2743302772080996,-0.7892281430626111,0.07946072061357125,0.07946072061357125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.8181818181818181,0.43333333333333335,10,9,9,10,1,9,0.8181818181818181,0.43333333333333335,10,9,9,10,1,6.254444444444445
0,-0.20188007560878735,0.4924455693558428,-0.5480407205635995,0.5864129804559179,FALSE,TRUE,3,0.6666666666666666,0,-0.5480407205635995,-0.20188007560878735,-0.20188007560878735,0.4924455693558428,0.5864129804559179,0.4924455693558428,3,0,0.3666666666666667,5,3,3,1,0,3,0,0.3666666666666667,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7199999999999998
0,-0.6655613658443859,0.7302247246923023,-0.2809713047387523,0.1711250941107016,TRUE,TRUE,30,0.3333333333333333,0,-0.6655613658443859,-0.2809713047387523,-0.6655613658443859,0.1711250941107016,0.7302247246923023,0.7302247246923023,4,0.6666666666666667,0.4,6,4,4,6,0,4,0.6666666666666667,0.4,6,4,4,6,0,7,0.9090909090909091,1,11,7,7,11,1,7,0.9090909090909091,1,11,7,7,11,1,102.28
0,-0.636581285204661,-0.721479592098713,-0.35515725357898764,0.7940569236285261,TRUE,TRUE,14,0.6666666666666666,0,-0.636581285204661,-0.35515725357898764,-0.636581285204661,-0.721479592098713,0.7940569236285261,-0.721479592098713,1,0,0.03703703703703709,2,2,1,0,0,1,0,0.03703703703703709,2,2,1,0,0,5,0.8,0.4380952380952381,8,5,5,8,1,5,0.8,0.4380952380952381,8,5,5,8,1,22.312673217435126
0,-0.1439199143293375,-0.033171510861593735,0.04544687015828327,3.50640593132072,TRUE,TRUE,7,0.6666666666666666,0,-0.1439199143293375,0.04544687015828327,-0.1439199143293375,-0.033171510861593735,3.50640593132072,-0.033171510861593735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.7272727272727273,0.5277777777777779,10,7,7,10,1,7,0.7272727272727273,0.5277777777777779,10,7,7,10,1,6.2100694444444455
0,-0.6945414464841108,0.242151721633254,-0.6815754284760233,-0.7373171572694591,TRUE,TRUE,1,0.3333333333333333,0,-0.6945414464841108,-0.6815754284760233,-0.6945414464841108,-0.7373171572694591,0.242151721633254,0.242151721633254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.7777777777777778,0.5444444444444445,9,5,5,7,1,5,0.7777777777777778,0.5444444444444445,9,5,5,7,1,0.8055555555555556
0,0.6820123839028224,-0.608847360623548,0.609260081344072,3.026229312734064,TRUE,TRUE,1,0.3333333333333333,0,0.609260081344072,0.6820123839028224,0.6820123839028224,-0.608847360623548,3.026229312734064,-0.608847360623548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.9,0.5444444444444445,9,5,5,9,1,5,0.9,0.5444444444444445,9,5,5,9,1,0.8055555555555556
1,2.3773471013267296,-0.408612282445477,2.4490716125819088,-0.41287349606225887,TRUE,TRUE,1,0.3333333333333333,0,2.3773471013267296,2.4490716125819088,2.3773471013267296,-0.41287349606225887,-0.408612282445477,-0.408612282445477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111
0,2.7251080690034284,-0.23340658903966482,2.7161410284067564,0.041347629627821486,TRUE,TRUE,11,0.6666666666666666,0,2.7161410284067564,2.7251080690034284,2.7251080690034284,-0.23340658903966482,0.041347629627821486,-0.23340658903966482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.875,0.46031746031746035,9,6,6,9,1,6,0.875,0.46031746031746035,9,6,6,9,1,14.179138321995463
0,0.21833109366722384,-0.7965677464154897,0.2828419064470364,0.49556875531790184,TRUE,TRUE,21,0.6666666666666666,0,0.21833109366722384,0.2828419064470364,0.21833109366722384,-0.7965677464154897,0.49556875531790184,-0.7965677464154897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.8888888888888888,0.5444444444444445,9,5,5,9,1,5,0.8888888888888888,0.5444444444444445,9,5,5,9,1,49.69444444444444
0,-0.31780039816768696,-0.7715383616432309,-0.20678535589851693,-0.6854061714763071,TRUE,TRUE,21,0.6666666666666666,0,-0.31780039816768696,-0.20678535589851693,-0.31780039816768696,-0.7715383616432309,-0.6854061714763071,-0.7715383616432309,1,0,0.04761904761904767,2,2,1,0,0,1,0,0.04761904761904767,2,2,1,0,0,5,0.875,1,8,5,5,8,1,5,0.875,1,8,5,5,8,1,50.04081632653062
0,0.27629125494667367,-0.633876745395807,0.2828419064470364,0.729168191387086,TRUE,TRUE,13,0.6666666666666666,0,0.27629125494667367,0.2828419064470364,0.27629125494667367,-0.633876745395807,0.729168191387086,-0.633876745395807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.8,1,11,8,8,9,1,8,0.8,1,11,8,8,9,1,19.777777777777775
0,2.7251080690034284,-0.7590236692571014,2.7161410284067564,-0.3090515244759548,TRUE,TRUE,16,0.6666666666666666,0,2.7161410284067564,2.7251080690034284,2.7251080690034284,-0.7590236692571014,-0.3090515244759548,-0.7590236692571014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.875,0.5555555555555556,10,5,5,10,1,5,0.875,0.5555555555555556,10,5,5,10,1,29.138888888888886
